draw,district,total_pop,chain,plan_dev,comp_edge,comp_polsby,nv_ldp,nv_komei,nv_ruling,nv_cdp,nv_opp_coalition_4,nv_opp_coalition_5,nv_opp_all,ldp_share,komei_share,ruling_share,ldp_v_komei,ldp_v_cdp,ruling_v_cdp,ruling_v_opp_coalition_4,ruling_v_opp_coalition_5,ruling_v_opp_all,seats_ldp_v_cdp,seats_ruling_v_cdp,seats_ruling_v_opp_coalition_4,seats_ruling_v_opp_coalition_5,seats_ruling_v_opp_all,egap_ldp_v_cdp,egap_ruling_v_cdp,egap_ruling_v_opp_coalition_4,egap_ruling_v_opp_coalition_5,egap_ruling_v_opp_all,pbias_ldp_v_cdp,pbias_ruling_v_cdp,pbias_ruling_v_opp_coalition_4,pbias_ruling_v_opp_coalition_5,pbias_ruling_v_opp_all,mun_split,gun_split,koiki_split,max_to_min
2332,2,482640, 1,0.2604,0.8919,0.06019, 69965,27993, 97958,20989,42907,55337,74277,0.3823,0.1530,0.5352,0.7142,0.7692,0.8235,0.6954,0.6390,0.5687,3,3,3,3,3,0.0851,0.1753,-0.06145,-0.1727,-0.3062,0.1667,0.1667,0.1667,0.1667,0.1667,1,0,1,1.577
2332,3,326336, 1,0.2604,0.8919,0.03021, 73898,24439, 98337,16001,31941,41740,55146,0.4610,0.1525,0.6134,0.7515,0.8221,0.8601,0.7549,0.7020,0.6407,3,3,3,3,3,0.0851,0.1753,-0.06145,-0.1727,-0.3062,0.1667,0.1667,0.1667,0.1667,0.1667,1,0,1,1.577
2333,1,508520, 1,0.2604,0.8919,0.07050, 73717,29494,103211,22114,45207,58304,78260,0.3823,0.1530,0.5352,0.7142,0.7692,0.8236,0.6954,0.6390,0.5687,3,3,3,3,3,0.0851,0.1753,-0.06145,-0.1727,-0.3062,0.1667,0.1667,0.1667,0.1667,0.1667,0,0,1,1.558
2333,2,488826, 1,0.2604,0.8919,0.03077, 85109,27592,112701,22807,45507,59231,78807,0.4209,0.1365,0.5574,0.7552,0.7887,0.8317,0.7124,0.6555,0.5885,3,3,3,3,3,0.0851,0.1753,-0.06145,-0.1727,-0.3062,0.1667,0.1667,0.1667,0.1667,0.1667,0,0,1,1.558
2333,3,326336, 1,0.2604,0.8919,0.03021, 73898,24439, 98337,16001,31941,41740,55146,0.4610,0.1525,0.6134,0.7515,0.8221,0.8601,0.7549,0.7020,0.6407,3,3,3,3,3,0.0851,0.1753,-0.06145,-0.1727,-0.3062,0.1667,0.1667,0.1667,0.1667,0.1667,0,0,1,1.558
2334,1,326336, 1,0.2604,0.8919,0.03021, 73898,24439, 98337,16001,31941,41740,55146,0.4610,0.1525,0.6134,0.7515,0.8221,0.8601,0.7549,0.7020,0.6407,3,3,3,3,3,0.0851,0.1753,-0.06145,-0.1727,-0.3062,0.1667,0.1667,0.1667,0.1667,0.1667,0,0,1,1.558
2334,2,488826, 1,0.2604,0.8919,0.03077, 85109,27592,112701,22807,45507,59231,78807,0.4209,0.1365,0.5574,0.7552,0.7887,0.8317,0.7124,0.6555,0.5885,3,3,3,3,3,0.0851,0.1753,-0.06145,-0.1727,-0.3062,0.1667,0.1667,0.1667,0.1667,0.1667,0,0,1,1.558
2334,3,508520, 1,0.2604,0.8919,0.07050, 73717,29494,103211,22114,45207,58304,78260,0.3823,0.1530,0.5352,0.7142,0.7692,0.8236,0.6954,0.6390,0.5687,3,3,3,3,3,0.0851,0.1753,-0.06145,-0.1727,-0.3062,0.1667,0.1667,0.1667,0.1667,0.1667,0,0,1,1.558
2337,1,480971, 1,0.2604,0.8784,0.02676, 82861,27125,109985,22273,44494,57944,77071,0.4194,0.1373,0.5567,0.7534,0.7882,0.8316,0.7120,0.6550,0.5880,3,3,3,3,3,0.0851,0.1753,-0.06145,-0.1727,-0.3062,0.1667,0.1667,0.1667,0.1667,0.1667,1,0,1,1.582
2337,2,516375, 1,0.2604,0.8784,0.05833, 75965,29962,105926,22648,46220,59591,79996,0.3847,0.1517,0.5364,0.7171,0.7703,0.8239,0.6962,0.6400,0.5697,3,3,3,3,3,0.0851,0.1753,-0.06145,-0.1727,-0.3062,0.1667,0.1667,0.1667,0.1667,0.1667,1,0,1,1.582
2337,3,326336, 1,0.2604,0.8784,0.03021, 73898,24439, 98337,16001,31941,41740,55146,0.4610,0.1525,0.6134,0.7515,0.8221,0.8601,0.7549,0.7020,0.6407,3,3,3,3,3,0.0851,0.1753,-0.06145,-0.1727,-0.3062,0.1667,0.1667,0.1667,0.1667,0.1667,1,0,1,1.582
2339,1,326336, 1,0.2604,0.8919,0.03021, 73898,24439, 98337,16001,31941,41740,55146,0.4610,0.1525,0.6134,0.7515,0.8221,0.8601,0.7549,0.7020,0.6407,3,3,3,3,3,0.0851,0.1753,-0.06145,-0.1727,-0.3062,0.1667,0.1667,0.1667,0.1667,0.1667,1,0,1,1.577
2339,2,482640, 1,0.2604,0.8919,0.06019, 69965,27993, 97958,20989,42907,55337,74277,0.3823,0.1530,0.5352,0.7142,0.7692,0.8235,0.6954,0.6390,0.5687,3,3,3,3,3,0.0851,0.1753,-0.06145,-0.1727,-0.3062,0.1667,0.1667,0.1667,0.1667,0.1667,1,0,1,1.577
2339,3,514706, 1,0.2604,0.8919,0.02838, 88860,29093,117954,23932,47807,62198,82790,0.4192,0.1372,0.5564,0.7534,0.7878,0.8314,0.7116,0.6548,0.5876,3,3,3,3,3,0.0851,0.1753,-0.06145,-0.1727,-0.3062,0.1667,0.1667,0.1667,0.1667,0.1667,1,0,1,1.577
2349,1,482640, 1,0.2604,0.8919,0.06019, 69965,27993, 97958,20989,42907,55337,74277,0.3823,0.1530,0.5352,0.7142,0.7692,0.8235,0.6954,0.6390,0.5687,3,3,3,3,3,0.0851,0.1753,-0.06145,-0.1727,-0.3062,0.1667,0.1667,0.1667,0.1667,0.1667,1,0,1,1.577
2349,2,514706, 1,0.2604,0.8919,0.02838, 88860,29093,117954,23932,47807,62198,82790,0.4192,0.1372,0.5564,0.7534,0.7878,0.8314,0.7116,0.6548,0.5876,3,3,3,3,3,0.0851,0.1753,-0.06145,-0.1727,-0.3062,0.1667,0.1667,0.1667,0.1667,0.1667,1,0,1,1.577
2349,3,326336, 1,0.2604,0.8919,0.03021, 73898,24439, 98337,16001,31941,41740,55146,0.4610,0.1525,0.6134,0.7515,0.8221,0.8601,0.7549,0.7020,0.6407,3,3,3,3,3,0.0851,0.1753,-0.06145,-0.1727,-0.3062,0.1667,0.1667,0.1667,0.1667,0.1667,1,0,1,1.577
2351,1,318966, 1,0.2771,0.8649,0.02761, 71543,23909, 95451,15616,31100,40695,53853,0.4588,0.1533,0.6121,0.7496,0.8209,0.8594,0.7543,0.7011,0.6393,3,3,3,3,3,0.0851,0.1753,-0.06145,-0.1727,-0.3062,0.1667,0.1667,0.1667,0.1667,0.1667,1,0,1,1.642
2351,2,480971, 1,0.2771,0.8649,0.02676, 82861,27125,109985,22273,44494,57944,77071,0.4194,0.1373,0.5567,0.7534,0.7882,0.8316,0.7120,0.6550,0.5880,3,3,3,3,3,0.0851,0.1753,-0.06145,-0.1727,-0.3062,0.1667,0.1667,0.1667,0.1667,0.1667,1,0,1,1.642
2351,3,523745, 1,0.2771,0.8649,0.07360, 78319,30493,108812,23033,47062,60635,81289,0.3881,0.1511,0.5391,0.7198,0.7727,0.8253,0.6981,0.6422,0.5724,3,3,3,3,3,0.0851,0.1753,-0.06145,-0.1727,-0.3062,0.1667,0.1667,0.1667,0.1667,0.1667,1,0,1,1.642
2353,1,326336, 1,0.2604,0.8919,0.03021, 73898,24439, 98337,16001,31941,41740,55146,0.4610,0.1525,0.6134,0.7515,0.8221,0.8601,0.7549,0.7020,0.6407,3,3,3,3,3,0.0851,0.1753,-0.06145,-0.1727,-0.3062,0.1667,0.1667,0.1667,0.1667,0.1667,0,0,1,1.558
2353,2,488826, 1,0.2604,0.8919,0.03077, 85109,27592,112701,22807,45507,59231,78807,0.4209,0.1365,0.5574,0.7552,0.7887,0.8317,0.7124,0.6555,0.5885,3,3,3,3,3,0.0851,0.1753,-0.06145,-0.1727,-0.3062,0.1667,0.1667,0.1667,0.1667,0.1667,0,0,1,1.558
2353,3,508520, 1,0.2604,0.8919,0.07050, 73717,29494,103211,22114,45207,58304,78260,0.3823,0.1530,0.5352,0.7142,0.7692,0.8236,0.6954,0.6390,0.5687,3,3,3,3,3,0.0851,0.1753,-0.06145,-0.1727,-0.3062,0.1667,0.1667,0.1667,0.1667,0.1667,0,0,1,1.558
2354,1,508520, 1,0.2771,0.8784,0.07050, 73717,29494,103211,22114,45207,58304,78260,0.3823,0.1530,0.5352,0.7142,0.7692,0.8236,0.6954,0.6390,0.5687,3,3,3,3,3,0.0851,0.1753,-0.06145,-0.1727,-0.3062,0.1667,0.1667,0.1667,0.1667,0.1667,0,0,1,1.594
2354,2,496196, 1,0.2771,0.8784,0.03498, 87463,28123,115586,23192,46348,60276,80100,0.4235,0.1362,0.5596,0.7567,0.7904,0.8329,0.7138,0.6573,0.5907,3,3,3,3,3,0.0851,0.1753,-0.06145,-0.1727,-0.3062,0.1667,0.1667,0.1667,0.1667,0.1667,0,0,1,1.594
2354,3,318966, 1,0.2771,0.8784,0.02761, 71543,23909, 95451,15616,31100,40695,53853,0.4588,0.1533,0.6121,0.7496,0.8209,0.8594,0.7543,0.7011,0.6393,3,3,3,3,3,0.0851,0.1753,-0.06145,-0.1727,-0.3062,0.1667,0.1667,0.1667,0.1667,0.1667,0,0,1,1.594
2355,1,318966, 1,0.2771,0.8649,0.02761, 71543,23909, 95451,15616,31100,40695,53853,0.4588,0.1533,0.6121,0.7496,0.8209,0.8594,0.7543,0.7011,0.6393,3,3,3,3,3,0.0851,0.1753,-0.06145,-0.1727,-0.3062,0.1667,0.1667,0.1667,0.1667,0.1667,0,0,1,1.723
2355,2,455091, 1,0.2771,0.8649,0.02893, 79109,25624,104733,21147,42193,54977,73088,0.4214,0.1365,0.5579,0.7554,0.7891,0.8320,0.7128,0.6558,0.5890,3,3,3,3,3,0.0851,0.1753,-0.06145,-0.1727,-0.3062,0.1667,0.1667,0.1667,0.1667,0.1667,0,0,1,1.723
2355,3,549625, 1,0.2771,0.8649,0.07492, 82071,31994,114065,24159,49363,63603,85272,0.3878,0.1512,0.5390,0.7195,0.7726,0.8252,0.6980,0.6420,0.5722,3,3,3,3,3,0.0851,0.1753,-0.06145,-0.1727,-0.3062,0.1667,0.1667,0.1667,0.1667,0.1667,0,0,1,1.723
2356,1,300259, 1,0.3195,0.8784,0.13477, 50010,16578, 66587,15319,29108,38395,49836,0.4068,0.1348,0.5416,0.7511,0.7655,0.8130,0.6958,0.6343,0.5719,3,3,3,3,3,0.0851,0.1753,-0.06145,-0.1727,-0.3062,0.1667,0.1667,0.1667,0.1667,0.1667,1,0,1,1.801
2356,2,482640, 1,0.3195,0.8784,0.06019, 69965,27993, 97958,20989,42907,55337,74277,0.3823,0.1530,0.5352,0.7142,0.7692,0.8235,0.6954,0.6390,0.5687,3,3,3,3,3,0.0851,0.1753,-0.06145,-0.1727,-0.3062,0.1667,0.1667,0.1667,0.1667,0.1667,1,0,1,1.801
2356,3,540783, 1,0.3195,0.8784,0.01563,112748,36955,149703,24614,50641,65544,88100,0.4521,0.1482,0.6003,0.7532,0.8208,0.8588,0.7473,0.6955,0.6295,3,3,3,3,3,0.0851,0.1753,-0.06145,-0.1727,-0.3062,0.1667,0.1667,0.1667,0.1667,0.1667,1,0,1,1.801
2357,1,511465, 1,0.3117,0.8378,0.03442, 91409,29057,120466,23819,47807,62197,82562,0.4267,0.1356,0.5623,0.7588,0.7933,0.8349,0.7159,0.6595,0.5934,3,3,3,3,3,0.0851,0.1753,-0.06145,-0.1727,-0.3062,0.1667,0.1667,0.1667,0.1667,0.1667,0,0,1,1.684
2357,2,508520, 1,0.3117,0.8378,0.07050, 73717,29494,103211,22114,45207,58304,78260,0.3823,0.1530,0.5352,0.7142,0.7692,0.8236,0.6954,0.6390,0.5687,3,3,3,3,3,0.0851,0.1753,-0.06145,-0.1727,-0.3062,0.1667,0.1667,0.1667,0.1667,0.1667,0,0,1,1.684
2357,3,303697, 1,0.3117,0.8378,0.02211, 67597,22974, 90572,14989,29641,38774,51391,0.4559,0.1550,0.6109,0.7464,0.8186,0.8580,0.7535,0.7002,0.6380,3,3,3,3,3,0.0851,0.1753,-0.06145,-0.1727,-0.3062,0.1667,0.1667,0.1667,0.1667,0.1667,0,0,1,1.684
2360,1,326336, 1,0.2604,0.8919,0.03021, 73898,24439, 98337,16001,31941,41740,55146,0.4610,0.1525,0.6134,0.7515,0.8221,0.8601,0.7549,0.7020,0.6407,3,3,3,3,3,0.0851,0.1753,-0.06145,-0.1727,-0.3062,0.1667,0.1667,0.1667,0.1667,0.1667,1,0,1,1.577
2360,2,482640, 1,0.2604,0.8919,0.06019, 69965,27993, 97958,20989,42907,55337,74277,0.3823,0.1530,0.5352,0.7142,0.7692,0.8235,0.6954,0.6390,0.5687,3,3,3,3,3,0.0851,0.1753,-0.06145,-0.1727,-0.3062,0.1667,0.1667,0.1667,0.1667,0.1667,1,0,1,1.577
2360,3,514706, 1,0.2604,0.8919,0.02838, 88860,29093,117954,23932,47807,62198,82790,0.4192,0.1372,0.5564,0.7534,0.7878,0.8314,0.7116,0.6548,0.5876,3,3,3,3,3,0.0851,0.1753,-0.06145,-0.1727,-0.3062,0.1667,0.1667,0.1667,0.1667,0.1667,1,0,1,1.577
2361,1,482640, 1,0.2771,0.8784,0.06019, 69965,27993, 97958,20989,42907,55337,74277,0.3823,0.1530,0.5352,0.7142,0.7692,0.8235,0.6954,0.6390,0.5687,3,3,3,3,3,0.0851,0.1753,-0.06145,-0.1727,-0.3062,0.1667,0.1667,0.1667,0.1667,0.1667,1,0,1,1.637
2361,2,522076, 1,0.2771,0.8784,0.03215, 91215,29624,120839,24317,48649,63243,84083,0.4216,0.1369,0.5585,0.7549,0.7895,0.8325,0.7130,0.6565,0.5897,3,3,3,3,3,0.0851,0.1753,-0.06145,-0.1727,-0.3062,0.1667,0.1667,0.1667,0.1667,0.1667,1,0,1,1.637
2361,3,318966, 1,0.2771,0.8784,0.02761, 71543,23909, 95451,15616,31100,40695,53853,0.4588,0.1533,0.6121,0.7496,0.8209,0.8594,0.7543,0.7011,0.6393,3,3,3,3,3,0.0851,0.1753,-0.06145,-0.1727,-0.3062,0.1667,0.1667,0.1667,0.1667,0.1667,1,0,1,1.637
2366,1,508520, 1,0.2604,0.8919,0.07050, 73717,29494,103211,22114,45207,58304,78260,0.3823,0.1530,0.5352,0.7142,0.7692,0.8236,0.6954,0.6390,0.5687,3,3,3,3,3,0.0851,0.1753,-0.06145,-0.1727,-0.3062,0.1667,0.1667,0.1667,0.1667,0.1667,0,0,1,1.558
2366,2,488826, 1,0.2604,0.8919,0.03077, 85109,27592,112701,22807,45507,59231,78807,0.4209,0.1365,0.5574,0.7552,0.7887,0.8317,0.7124,0.6555,0.5885,3,3,3,3,3,0.0851,0.1753,-0.06145,-0.1727,-0.3062,0.1667,0.1667,0.1667,0.1667,0.1667,0,0,1,1.558
2366,3,326336, 1,0.2604,0.8919,0.03021, 73898,24439, 98337,16001,31941,41740,55146,0.4610,0.1525,0.6134,0.7515,0.8221,0.8601,0.7549,0.7020,0.6407,3,3,3,3,3,0.0851,0.1753,-0.06145,-0.1727,-0.3062,0.1667,0.1667,0.1667,0.1667,0.1667,0,0,1,1.558
2372,1,482640, 1,0.3195,0.8784,0.06019, 69965,27993, 97958,20989,42907,55337,74277,0.3823,0.1530,0.5352,0.7142,0.7692,0.8235,0.6954,0.6390,0.5687,3,3,3,3,3,0.0851,0.1753,-0.06145,-0.1727,-0.3062,0.1667,0.1667,0.1667,0.1667,0.1667,1,0,1,1.801
2372,2,540783, 1,0.3195,0.8784,0.01563,112748,36955,149703,24614,50641,65544,88100,0.4521,0.1482,0.6003,0.7532,0.8208,0.8588,0.7473,0.6955,0.6295,3,3,3,3,3,0.0851,0.1753,-0.06145,-0.1727,-0.3062,0.1667,0.1667,0.1667,0.1667,0.1667,1,0,1,1.801
2372,3,300259, 1,0.3195,0.8784,0.13477, 50010,16578, 66587,15319,29108,38395,49836,0.4068,0.1348,0.5416,0.7511,0.7655,0.8130,0.6958,0.6343,0.5719,3,3,3,3,3,0.0851,0.1753,-0.06145,-0.1727,-0.3062,0.1667,0.1667,0.1667,0.1667,0.1667,1,0,1,1.801
2387,1,482640, 1,0.1839,0.8784,0.06019, 69965,27993, 97958,20989,42907,55337,74277,0.3823,0.1530,0.5352,0.7142,0.7692,0.8235,0.6954,0.6390,0.5687,3,3,3,3,3,0.0851,0.1753,-0.06145,-0.1727,-0.3062,0.1667,0.1667,0.1667,0.1667,0.1667,1,0,1,1.340
2387,2,480971, 1,0.1839,0.8784,0.02676, 82861,27125,109985,22273,44494,57944,77071,0.4194,0.1373,0.5567,0.7534,0.7882,0.8316,0.7120,0.6550,0.5880,3,3,3,3,3,0.0851,0.1753,-0.06145,-0.1727,-0.3062,0.1667,0.1667,0.1667,0.1667,0.1667,1,0,1,1.340
2387,3,360071, 1,0.1839,0.8784,0.03001, 79897,26408,106305,17660,35255,45994,60865,0.4572,0.1511,0.6083,0.7516,0.8190,0.8576,0.7510,0.6980,0.6359,3,3,3,3,3,0.0851,0.1753,-0.06145,-0.1727,-0.3062,0.1667,0.1667,0.1667,0.1667,0.1667,1,0,1,1.340
2389,1,300259, 1,0.3195,0.8784,0.13477, 50010,16578, 66587,15319,29108,38395,49836,0.4068,0.1348,0.5416,0.7511,0.7655,0.8130,0.6958,0.6343,0.5719,3,3,3,3,3,0.0851,0.1753,-0.06145,-0.1727,-0.3062,0.1667,0.1667,0.1667,0.1667,0.1667,0,0,1,1.715
2389,2,508520, 1,0.3195,0.8784,0.07050, 73717,29494,103211,22114,45207,58304,78260,0.3823,0.1530,0.5352,0.7142,0.7692,0.8236,0.6954,0.6390,0.5687,3,3,3,3,3,0.0851,0.1753,-0.06145,-0.1727,-0.3062,0.1667,0.1667,0.1667,0.1667,0.1667,0,0,1,1.715
2389,3,514903, 1,0.3195,0.8784,0.01631,108997,35454,144451,23488,48340,62576,84118,0.4550,0.1480,0.6030,0.7546,0.8227,0.8602,0.7493,0.6978,0.6320,3,3,3,3,3,0.0851,0.1753,-0.06145,-0.1727,-0.3062,0.1667,0.1667,0.1667,0.1667,0.1667,0,0,1,1.715
2391,1,318966, 1,0.2771,0.8649,0.02761, 71543,23909, 95451,15616,31100,40695,53853,0.4588,0.1533,0.6121,0.7496,0.8209,0.8594,0.7543,0.7011,0.6393,3,3,3,3,3,0.0851,0.1753,-0.06145,-0.1727,-0.3062,0.1667,0.1667,0.1667,0.1667,0.1667,1,0,1,1.642
2391,2,480971, 1,0.2771,0.8649,0.02676, 82861,27125,109985,22273,44494,57944,77071,0.4194,0.1373,0.5567,0.7534,0.7882,0.8316,0.7120,0.6550,0.5880,3,3,3,3,3,0.0851,0.1753,-0.06145,-0.1727,-0.3062,0.1667,0.1667,0.1667,0.1667,0.1667,1,0,1,1.642
2391,3,523745, 1,0.2771,0.8649,0.07360, 78319,30493,108812,23033,47062,60635,81289,0.3881,0.1511,0.5391,0.7198,0.7727,0.8253,0.6981,0.6422,0.5724,3,3,3,3,3,0.0851,0.1753,-0.06145,-0.1727,-0.3062,0.1667,0.1667,0.1667,0.1667,0.1667,1,0,1,1.642
2393,1,455091, 1,0.2604,0.8784,0.02893, 79109,25624,104733,21147,42193,54977,73088,0.4214,0.1365,0.5579,0.7554,0.7891,0.8320,0.7128,0.6558,0.5890,3,3,3,3,3,0.0851,0.1753,-0.06145,-0.1727,-0.3062,0.1667,0.1667,0.1667,0.1667,0.1667,0,0,1,1.662
2393,2,542255, 1,0.2604,0.8784,0.06354, 79716,31463,111179,23774,48521,62558,83979,0.3846,0.1518,0.5364,0.7170,0.7703,0.8238,0.6962,0.6399,0.5697,3,3,3,3,3,0.0851,0.1753,-0.06145,-0.1727,-0.3062,0.1667,0.1667,0.1667,0.1667,0.1667,0,0,1,1.662
2393,3,326336, 1,0.2604,0.8784,0.03021, 73898,24439, 98337,16001,31941,41740,55146,0.4610,0.1525,0.6134,0.7515,0.8221,0.8601,0.7549,0.7020,0.6407,3,3,3,3,3,0.0851,0.1753,-0.06145,-0.1727,-0.3062,0.1667,0.1667,0.1667,0.1667,0.1667,0,0,1,1.662
2394,1,360071, 1,0.1839,0.8784,0.03001, 79897,26408,106305,17660,35255,45994,60865,0.4572,0.1511,0.6083,0.7516,0.8190,0.8576,0.7510,0.6980,0.6359,3,3,3,3,3,0.0851,0.1753,-0.06145,-0.1727,-0.3062,0.1667,0.1667,0.1667,0.1667,0.1667,0,0,1,1.412
2394,2,455091, 1,0.1839,0.8784,0.02893, 79109,25624,104733,21147,42193,54977,73088,0.4214,0.1365,0.5579,0.7554,0.7891,0.8320,0.7128,0.6558,0.5890,3,3,3,3,3,0.0851,0.1753,-0.06145,-0.1727,-0.3062,0.1667,0.1667,0.1667,0.1667,0.1667,0,0,1,1.412
2394,3,508520, 1,0.1839,0.8784,0.07050, 73717,29494,103211,22114,45207,58304,78260,0.3823,0.1530,0.5352,0.7142,0.7692,0.8236,0.6954,0.6390,0.5687,3,3,3,3,3,0.0851,0.1753,-0.06145,-0.1727,-0.3062,0.1667,0.1667,0.1667,0.1667,0.1667,0,0,1,1.412
2411,1,514706, 1,0.2604,0.8919,0.02838, 88860,29093,117954,23932,47807,62198,82790,0.4192,0.1372,0.5564,0.7534,0.7878,0.8314,0.7116,0.6548,0.5876,3,3,3,3,3,0.0851,0.1753,-0.06145,-0.1727,-0.3062,0.1667,0.1667,0.1667,0.1667,0.1667,1,0,1,1.577
2411,2,482640, 1,0.2604,0.8919,0.06019, 69965,27993, 97958,20989,42907,55337,74277,0.3823,0.1530,0.5352,0.7142,0.7692,0.8235,0.6954,0.6390,0.5687,3,3,3,3,3,0.0851,0.1753,-0.06145,-0.1727,-0.3062,0.1667,0.1667,0.1667,0.1667,0.1667,1,0,1,1.577
2411,3,326336, 1,0.2604,0.8919,0.03021, 73898,24439, 98337,16001,31941,41740,55146,0.4610,0.1525,0.6134,0.7515,0.8221,0.8601,0.7549,0.7020,0.6407,3,3,3,3,3,0.0851,0.1753,-0.06145,-0.1727,-0.3062,0.1667,0.1667,0.1667,0.1667,0.1667,1,0,1,1.577
2412,1,514706, 1,0.2604,0.8919,0.02838, 88860,29093,117954,23932,47807,62198,82790,0.4192,0.1372,0.5564,0.7534,0.7878,0.8314,0.7116,0.6548,0.5876,3,3,3,3,3,0.0851,0.1753,-0.06145,-0.1727,-0.3062,0.1667,0.1667,0.1667,0.1667,0.1667,1,0,1,1.577
2412,2,482640, 1,0.2604,0.8919,0.06019, 69965,27993, 97958,20989,42907,55337,74277,0.3823,0.1530,0.5352,0.7142,0.7692,0.8235,0.6954,0.6390,0.5687,3,3,3,3,3,0.0851,0.1753,-0.06145,-0.1727,-0.3062,0.1667,0.1667,0.1667,0.1667,0.1667,1,0,1,1.577
2412,3,326336, 1,0.2604,0.8919,0.03021, 73898,24439, 98337,16001,31941,41740,55146,0.4610,0.1525,0.6134,0.7515,0.8221,0.8601,0.7549,0.7020,0.6407,3,3,3,3,3,0.0851,0.1753,-0.06145,-0.1727,-0.3062,0.1667,0.1667,0.1667,0.1667,0.1667,1,0,1,1.577
2413,1,480971, 1,0.2970,0.8514,0.02676, 82861,27125,109985,22273,44494,57944,77071,0.4194,0.1373,0.5567,0.7534,0.7882,0.8316,0.7120,0.6550,0.5880,3,3,3,3,3,0.0851,0.1753,-0.06145,-0.1727,-0.3062,0.1667,0.1667,0.1667,0.1667,0.1667,1,0,1,1.717
2413,2,532536, 1,0.2970,0.8514,0.04418, 79593,31117,110710,23636,48032,62247,83478,0.3861,0.1509,0.5371,0.7189,0.7710,0.8241,0.6974,0.6401,0.5701,3,3,3,3,3,0.0851,0.1753,-0.06145,-0.1727,-0.3062,0.1667,0.1667,0.1667,0.1667,0.1667,1,0,1,1.717
2413,3,310175, 1,0.2970,0.8514,0.02774, 70269,23284, 93553,15013,30129,39084,51664,0.4634,0.1536,0.6170,0.7512,0.8240,0.8617,0.7564,0.7054,0.6442,3,3,3,3,3,0.0851,0.1753,-0.06145,-0.1727,-0.3062,0.1667,0.1667,0.1667,0.1667,0.1667,1,0,1,1.717
2414,1,360071, 1,0.1839,0.8784,0.03001, 79897,26408,106305,17660,35255,45994,60865,0.4572,0.1511,0.6083,0.7516,0.8190,0.8576,0.7510,0.6980,0.6359,3,3,3,3,3,0.0851,0.1753,-0.06145,-0.1727,-0.3062,0.1667,0.1667,0.1667,0.1667,0.1667,1,0,1,1.340
2414,2,480971, 1,0.1839,0.8784,0.02676, 82861,27125,109985,22273,44494,57944,77071,0.4194,0.1373,0.5567,0.7534,0.7882,0.8316,0.7120,0.6550,0.5880,3,3,3,3,3,0.0851,0.1753,-0.06145,-0.1727,-0.3062,0.1667,0.1667,0.1667,0.1667,0.1667,1,0,1,1.340
2414,3,482640, 1,0.1839,0.8784,0.06019, 69965,27993, 97958,20989,42907,55337,74277,0.3823,0.1530,0.5352,0.7142,0.7692,0.8235,0.6954,0.6390,0.5687,3,3,3,3,3,0.0851,0.1753,-0.06145,-0.1727,-0.3062,0.1667,0.1667,0.1667,0.1667,0.1667,1,0,1,1.340
2415,1,558416, 1,0.3195,0.8514,0.04988, 83345,32618,115963,24762,50333,65214,87461,0.3859,0.1510,0.5370,0.7187,0.7710,0.8241,0.6973,0.6401,0.5701,3,3,3,3,3,0.0851,0.1753,-0.06145,-0.1727,-0.3062,0.1667,0.1667,0.1667,0.1667,0.1667,0,0,1,1.860
2415,2,465007, 1,0.3195,0.8514,0.01534, 99369,32330,131699,20841,43214,55666,74917,0.4591,0.1494,0.6085,0.7546,0.8267,0.8634,0.7530,0.7029,0.6374,3,3,3,3,3,0.0851,0.1753,-0.06145,-0.1727,-0.3062,0.1667,0.1667,0.1667,0.1667,0.1667,0,0,1,1.860
2415,3,300259, 1,0.3195,0.8514,0.13477, 50010,16578, 66587,15319,29108,38395,49836,0.4068,0.1348,0.5416,0.7511,0.7655,0.8130,0.6958,0.6343,0.5719,3,3,3,3,3,0.0851,0.1753,-0.06145,-0.1727,-0.3062,0.1667,0.1667,0.1667,0.1667,0.1667,0,0,1,1.860
2427,1,508520, 1,0.2771,0.8784,0.07050, 73717,29494,103211,22114,45207,58304,78260,0.3823,0.1530,0.5352,0.7142,0.7692,0.8236,0.6954,0.6390,0.5687,3,3,3,3,3,0.0851,0.1753,-0.06145,-0.1727,-0.3062,0.1667,0.1667,0.1667,0.1667,0.1667,0,0,1,1.594
2427,2,496196, 1,0.2771,0.8784,0.03498, 87463,28123,115586,23192,46348,60276,80100,0.4235,0.1362,0.5596,0.7567,0.7904,0.8329,0.7138,0.6573,0.5907,3,3,3,3,3,0.0851,0.1753,-0.06145,-0.1727,-0.3062,0.1667,0.1667,0.1667,0.1667,0.1667,0,0,1,1.594
2427,3,318966, 1,0.2771,0.8784,0.02761, 71543,23909, 95451,15616,31100,40695,53853,0.4588,0.1533,0.6121,0.7496,0.8209,0.8594,0.7543,0.7011,0.6393,3,3,3,3,3,0.0851,0.1753,-0.06145,-0.1727,-0.3062,0.1667,0.1667,0.1667,0.1667,0.1667,0,0,1,1.594
2428,1,326336, 1,0.2604,0.8919,0.03021, 73898,24439, 98337,16001,31941,41740,55146,0.4610,0.1525,0.6134,0.7515,0.8221,0.8601,0.7549,0.7020,0.6407,3,3,3,3,3,0.0851,0.1753,-0.06145,-0.1727,-0.3062,0.1667,0.1667,0.1667,0.1667,0.1667,1,0,1,1.577
